id,region,county,area,beach_name,beach_url,address,city,state,zip,latitude,longitude,park_name,owner,owner_url,activities,amenities,pet_policy,pets_allowed,fees,free_parking,phone,other_names
4283,Southern,Orange,Dana Point,Capistrano Beach Park,https://www.californiabeaches.com/beach/capistrano-beach-park/,35005 Beach Road ,Dana,CA,92624,33.4541,-117.667182,Capistrano Beach County Park,County Beach,http://www.ocparks.com/beaches/capistrano,"Sunbathing, Surfing, Volleyball, Bonfires, Fishing","Lifeguard, Restrooms, Showers, Fire Pits, Picnic Tables, Volleyball Courts",No dogs allowed on the beach,N,Fee for parking,N,"",""
4284,Southern,Orange,Dana Point,Dana Point Harbor Beach,https://www.californiabeaches.com/beach/dana-point-harbor-beach/,24300 Dana Point Harbor Drive,Dana,CA,92629,33.462774,-117.704805,Dana Cove Park,City Beach,http://ocparks.com/beaches/dana,"Swimming, Kayaking, Picnicking, Biking, Fishing, Boating, Walking, Stand-Up Paddleboarding","Lifeguard, Swimming Area, Restrooms, Showers, Fishing Pier, Grass Park, Picnic Tables, BBQs, Boat Launch, Paved Bike Path, Concessions, Group Picnic Areas",No dogs allowed on beach,N,Free parking,Y,"","Baby Beach, Swim Beach"
4285,Southern,Orange,Dana Point,Dana Point Headlands Beach,https://www.californiabeaches.com/beach/dana-point-headlands-beach/,24200 Dana Point Harbor Drive,Dana,CA,92629,33.460652,-117.708035,"Dana Point Headlands Conservation Park, Headlands Nature Park, Dana Point Marine Conservation Area, Dana Point Preserve, Hilltop Conservation Park",City Beach,http://www.danapoint.org/department/public-works-engineering/environmental/natural-resources,"Beachcombing, Tidepooling, Hiking","Tide Pools, Trails, Picnic Tables, Benches, Sea Caves",No dogs allowed on the beach,N,Free parking,Y,"",""
4286,Southern,Orange,Dana Point,Dana Strand Beach,https://www.californiabeaches.com/beach/dana-strand-beach/,34199 Selva Rd,Dana,CA,92629,33.466373,-117.716171,"Salt Creek Beach Park, Strand Vista Park",County Beach,"","Surfing, Sunbathing, Walking, Beach Walking, Tidepooling","Boardwalk, Restrooms, Showers, Lifeguard, Tide Pools",No dogs allowed on the beach,N,Fee for parking,N,"",Strands Beach
4287,Southern,Orange,Dana Point,Doheny State Beach North Beach,https://www.californiabeaches.com/beach/doheny-state-beach-north-beach/,25300 Dana Point Harbor Drive,Dana,CA,92629,33.46204,-117.68581,Doheny State Beach,State Park,http://www.parks.ca.gov/?page_id=645,"Surfing, Stand-Up Paddleboarding, Swimming, Sunbathing, Kayaking, Windsurfing, Volleyball, Camping, Biking, Birdwatching","Lifeguard, Grass Park, Restrooms, Showers, Picnic Tables, BBQs, Accessible Features, Campground, Aquarium, Tide Pools, Volleyball Courts, Interpretive Center, Rentals, Cafe, Lagoon",No dogs allowed on the beach,N,Fee for parking,N,"",""
4288,Southern,Orange,Dana Point,Doheny State Beach South Beach,https://www.californiabeaches.com/beach/doheny-state-beach-south-beach/,25300 Dana Point Harbor Drive,Dana,CA,92629,33.45825,-117.673453,Doheny State Beach,State Park,http://www.parks.ca.gov/?page_id=645,"Fishing, Camping, Volleyball, Bonfires, Birdwatching, Sunbathing, Beach Walking","Campground, Lifeguard, Picnic Tables, Fire Pits, Rentals, Restrooms, Showers, Lagoon",No dogs allowed on the beach,N,"Fee for parking in state park, but free parking on Coast Hwy",Y,"",""
4289,Southern,Orange,Dana Point,Monarch Bay Beach,https://www.californiabeaches.com/beach/monarch-bay-beach/,500 Monarch Bay Drive,Dana,CA,92629,33.48273,-117.72583,"",Private Club,http://www.monarchbayclub.com,"Sunbathing, Beachcombing, Scuba Diving, Beach Exploration","Private Beach Club, Caves, No Public Facilities",No dogs allowed on the beach,N,Fee for parking at Salt Creek lot,N,"",""
4290,Southern,Orange,Dana Point,Poche Beach,https://www.californiabeaches.com/beach/poche-beach/,2771 N El Camino Real,San,CA,92672,33.440741,-117.645126,"",City Beach,"","Beach Walking, Sunbathing",No Facilities,No dogs allowed on the beach,N,Metered street parking,N,"",""
4291,Southern,Orange,Dana Point,Salt Creek Beach,https://www.californiabeaches.com/beach/salt-creek-beach/,11 Ritz-Carlton Drive,Dana,CA,92629,33.476201,-117.722092,Salt Creek Beach Park,County Beach,http://ocparks.com/beaches/salt/,"Surfing, Bodyboarding, Bodysurfing, Swimming, Basketball, Sunbathing, Picnicking, Tidepooling, Beach Walking, Walking","Grass Park, Picnic Tables, BBQs, Restrooms, Showers, Snack Bar, Rentals, Tide Pools, Basketball Court, Accessible Features","Dogs not allowed on the beach, but ok in the park",N,Fee for parking,N,"",""
4292,Southern,Orange,Huntington Beach,Bolsa Chica State Beach,https://www.californiabeaches.com/beach/bolsa-chica-state-beach/,18331 E Pacific Coast Hwy,Huntington,CA,92649,33.69666,-118.049528,"Bolsa Chica State Beach, Bolsa Chica Ecological Reserve",State Park,http://www.parks.ca.gov/?page_id=642,"Surfing, Biking, Volleyball, Basketball, Fishing, Sunbathing, Swimming, Beach Walking, Birdwatching, Hiking, Running, Walking, Bonfires, Camping","Campground, Lifeguard, Fire Pits, Picnic Tables, BBQs, Restrooms, Showers, Basketball Court, Paved Bike Path, Volleyball Courts, Accessible Features",No dogs allowed on the beach,N,Fee for parking,N,714-377-5691,Tin Can Beach
4293,Southern,Orange,Huntington Beach,Huntington City Beach,https://www.californiabeaches.com/beach/huntington-city-beach/,E Pacific Coast Hwy and Main St,Huntington,CA,92648,33.655649,-118.002957,"",City Beach,http://www.ci.huntington-beach.ca.us/residents/beach_info/index.cfm,"Surfing, Biking, Running, Skating, Volleyball, Sunbathing, Bonfires, Swimming, Fishing, Beach Walking, Camping","Lifeguard, Campground, Pier, Restrooms, Showers, Fire Pits, Volleyball Courts, Restaurants, Rentals",No dogs allowed on beach or pier,N,Fee for parking,N,"",""
4294,Southern,Orange,Huntington Beach,Huntington Dog Beach,https://www.californiabeaches.com/beach/huntington-dog-beach/,E Pacific Coast Hwy and Goldenwest St,Huntington,CA,92648,33.673808,-118.026078,"",City Beach,http://www.dogbeach.org/,"Dog Walking, Fishing, Surfing, Running, Biking, Skating, Beach Walking","Off-Leash Dog Beach, Grass Park, Restrooms, Showers, Picnic Tables",Dogs allowed off leash,Y,"",N,"",""
4295,Southern,Orange,Huntington Beach,Huntington State Beach,https://www.californiabeaches.com/beach/huntington-state-beach/,E Pacific Coast Hwy and Magnolia St,Huntington,CA,92646,33.63881,-117.97426,Huntington State Beach,State Park,http://www.parks.ca.gov/?page_id=643,"Surfing, Bodysurfing, Bodyboarding, Biking, Walking, Skating, Sunbathing, Fishing, Bonfires, Swimming, Beach Walking, Volleyball","Lifeguard, Fire Pits, Restrooms, Showers, Snack Bar, Paved Bike Path, Picnic Table, BBQs, Basketball Courts, Volleyball Courts, Rentals, Accessible Features",No dogs allowed on the beach,N,Fee for parking,N,"",""
4296,Southern,Orange,Huntington Beach,Jg Island Beach,https://www.californiabeaches.com/beach/jg-island-beach/,E Pacific Coast Hwy and Brookhurst St,Huntington,CA,92646,33.63004,-117.96061,Huntington State Beach,State Park,http://www.parks.ca.gov/?page_id=643,"Surfing, Biking, Running, Skating, Birdwatching","Paved Bike Path, Restrooms",No dogs allowed on the beach,N,Fee for parking,N,"",""
4297,Southern,Orange,Huntington Beach,Sunset Beach,https://www.californiabeaches.com/beach/sunset-beach/,19th St and South Pacific Ave,Huntington,CA,92649,33.71684,-118.07169,"",County Beach,"","Sunbathing, Surfing, Volleyball, Beach Walking, Kiteboarding","Grass Park, Kids Play Area, Restrooms, Showers, Volleyball Courts, Lifeguard, Paved Bike Path",No dogs allowed on the beach,N,Free parking along Pacific Ave,Y,"",""
4298,Southern,Orange,Huntington Beach,Surfside Beach,https://www.californiabeaches.com/beach/surfside-beach/,Anderson St &amp; Surfside Ave,Seal,CA,90740,33.7264,-118.08221,"",Private Community,"","Sunbathing, Surfing, Kiteboarding, Fishing, Beach Walking",No Facilities,No dogs allowed on the beach,N,Free parking along Pacific Ave,Y,"",""
4299,Southern,Orange,Laguna Beach,Agate Street Beach,https://www.californiabeaches.com/beach/agate-street-beach/,Ocean Way and Agate St,Laguna,CA,92651,33.52866,-117.772908,"",City Beach,"","Surfing, Sunbathing","Lifeguard, Rock Arch, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4300,Southern,Orange,Laguna Beach,Aliso Beach,https://www.californiabeaches.com/beach/aliso-beach/,Coast Highway &amp; Aliso Way,Laguna,CA,92651,33.509497,-117.752032,Aliso Beach County Park,County Beach,http://ocparks.com/beaches/aliso/,"Surfing, Bodysurfing, Skimboarding, Scuba Diving, Sunbathing, Bonfires, Picnicking","Lifeguard, Restrooms, Showers, Fire Pits, Kids Play Area, Snack Bar, Picnic Tables, Tide Pools, Accessible Features",Dogs are not permitted on beach 9 a.m. to 6 p.m. from June 15 to Sept 10 and must be on leash at all other times.,Y,Fee for parking,N,"",Aliso Creek Beach
4301,Southern,Orange,Laguna Beach,Anita Street Beach,https://www.californiabeaches.com/beach/anita-street-beach/,Gaviota Dr and Anita St,Laguna,CA,92651,33.534514,-117.778587,"",City Beach,"","Surfing, Scuba Diving",No Facilities,No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4302,Southern,Orange,Laguna Beach,Bluebird Beach,https://www.californiabeaches.com/beach/bluebird-beach/,1585 S Coast Highway,Laguna,CA,92651,33.529648,-117.773602,"",City Beach,http://lagunabeachcity.net/cityhall/marine/beaches/bluebird_canyon.htm,"Bodysurfing, Sunbathing, Beach Walking","Lifeguard, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4303,Southern,Orange,Laguna Beach,Brooks Street Beach,https://www.californiabeaches.com/beach/brooks-street-beach/,Brooks St and Ocean Front,Laguna,CA,92651,33.532909,-117.777417,"",City Beach,http://lagunabeachcity.net/cityhall/marine/beaches/brooks_street.htm,"Surfing, Scuba Diving, Tidepooling","Benches, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Metered parking spaces nearby,N,"",Brook's Beach
4304,Southern,Orange,Laguna Beach,Christmas Cove Beach,https://www.californiabeaches.com/beach/christmas-cove-beach/,30801 S Coast Hwy,Laguna,CA,92651,33.51524,-117.760309,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/christmas_cove.htm,"Sunbathing, Swimming, Walking, Picnicking, Tidepooling","Lifeguard, Tide Pools, Grass Park, Picnic Tables, Walking Paths",No dogs allowed on the beach,N,"",N,"",""
4305,Southern,Orange,Laguna Beach,Cleo Street Beach,https://www.californiabeaches.com/beach/cleo-street-beach/,120 Cleo St,Laguna,CA,92651,33.537097,-117.780678,"",City Beach,"",Scuba Diving,No Facilities,No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4306,Southern,Orange,Laguna Beach,Crescent Bay Beach,https://www.californiabeaches.com/beach/crescent-bay-beach/,Cliff Drive and Barranca St,Laguna,CA,92651,33.546751,-117.801473,Crescent Bay Point Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/crescent_bay.htm,"Scuba Diving, Snorkeling, Tidepooling, Swimming, Bodyboarding, Bodysurfing, Skimboarding, Whale Watching","Lifeguard, Restrooms, Showers, Accessible Features, Tide Pools",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4307,Southern,Orange,Laguna Beach,Cress Street Beach,https://www.californiabeaches.com/beach/cress-street-beach/,150 Cress St,Laguna,CA,92651,33.531664,-117.776352,"",City Beach,"",Scuba Diving,"Benches, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4308,Southern,Orange,Laguna Beach,Crystal Cove State Park Los Trancos Beach,https://www.californiabeaches.com/beach/crystal-cove-state-park-los-trancos-beach/,15 Crystal Cove,Newport,CA,92657,33.57374,-117.84003,"Crystal Cove State Park, Crystal Cove Underwater Park",State Park,http://www.parks.ca.gov/?page_id=644,"Scuba Diving, Biking, Swimming, Beach Walking, Hiking","Cottages, Campground, Paved Bike Path, Lifeguard, Restaurant, Bar",No dogs allowed on the beach,N,Fee for parking,N,"","Crystal Cove Beach, Crystal Cove Historic District"
4309,Southern,Orange,Laguna Beach,Crystal Cove State Park Moro Beach,https://www.californiabeaches.com/beach/crystal-cove-state-park-moro-beach/,8471 North Coast Highway,Laguna,CA,92651,33.5598,-117.82114,"Crystal Cove State Park, Laguna Coast Wilderness Park",State Park,http://www.parks.ca.gov/?page_id=644,"Hiking, Camping, Swimming, Mountain Biking, Backpacking","Campground, Restrooms, Picnic Tables, Lifeguard, Group Picnic Areas, Accessible Features",No dogs allowed on the beach,N,Fee for parking,N,"","El Moro Cove, Morro Beach"
4310,Southern,Orange,Laguna Beach,Crystal Cove State Park Reef Point Beach,https://www.californiabeaches.com/beach/crystal-cove-state-park-reef-point-beach/,8471 North Coast Highway,Laguna,CA,92651,33.565148,-117.830704,"Crystal Cove State Park, Crystal Cove Underwater Park",State Park,http://www.parks.ca.gov/?page_id=644,"Scuba Diving, Biking, Surfing, Whale Watching, Beach Walking, Hiking","Campground, Paved Bike Path, Trails, Restrooms",No dogs allowed on the beach,N,Fee for parking,N,"",Muddy Creek Beach
4311,Southern,Orange,Laguna Beach,Divers Cove,https://www.californiabeaches.com/beach/divers-cove/,631 Cliff Dr,Laguna,CA,92651,33.544912,-117.794483,Heisler Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/divers_cove.htm,"Scuba Diving, Snorkeling, Swimming","Grass Park, Restrooms, Picnic  Tables, Showers",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Metered parking spaces nearby,N,"",""
4312,Southern,Orange,Laguna Beach,Emerald Bay Beach,https://www.californiabeaches.com/beach/emerald-bay-beach/,76 Valley Inn Dr,Laguna,CA,92651,33.55122,-117.807797,"",Private Gated Community,"","Surfing, Swimming, Volleyball, Tennis","Lifeguard, Restrooms, Showers, Fire Pits, Accessible Features, Grass Park, Tennis Court, Volleyball Courts, Picnic Tables",No dogs on beach between 10 a.m. and 3 p.m.,N,"",N,"",""
4313,Southern,Orange,Laguna Beach,Fishermans Cove Beach,https://www.californiabeaches.com/beach/fishermans-cove-beach/,665 Cliff Dr,Laguna,CA,92651,33.545441,-117.795733,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/boat_canyon.htm,"Scuba Diving, Fishing, Snorkeling, Tidepooling","Tide Pools, Cave, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"","Boat Canyon Beach, Razors"
4314,Southern,Orange,Laguna Beach,Goff Cove Beach,https://www.californiabeaches.com/beach/goff-cove-beach/,30801 S Coast Hwy,Laguna,CA,92651,33.514437,-117.760067,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/goff_cove.htm,"Scuba Diving, Sunbathing, Tidepooling, Whale Watching, Picnicking, Walking","Lifeguard, Grass Park, Picnic Tables, Walking Paths, Benches, Tide Pools",No dogs allowed on the beach,N,"",N,"","Goff''s Beach, Goff Island Beach"
4315,Southern,Orange,Laguna Beach,Irvine Cove Beach,https://www.californiabeaches.com/beach/irvine-cove-beach/,Irvine Cove Dr and Riviera Dr,Laguna,CA,92651,33.553524,-117.815004,"",Private Gated Community,http://lagunabeachcity.net/cityhall/marine/beaches/irvine_cove.htm,"Swimming, Surfing, Scuba Diving, Snorkeling, Bodyboarding, Skimboarding","Lifeguard, Volleyball Courts, Picnic Tables, Restrooms, Showers","",Y,"",N,"",Cameo Cove Beach
4316,Southern,Orange,Laguna Beach,Main Beach In Laguna Beach,https://www.californiabeaches.com/beach/main-beach-in-laguna-beach/,S Coast Highway and Broadway St,Laguna,CA,92651,33.542092,-117.785226,Main Beach Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/main_beach.htm,"Volleyball, Basketball, Scuba Diving, Surfing, Bodysurfing, Beach Walking, Sunbathing, Swimming","Boardwalk, Grass Park, Kids Play Area, Basketball Courts, Volleyball Courts, Picnic Tables, Lifeguard, Restrooms, Showers, Accessible Features",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Metered street parking and lots,N,"",""
4317,Southern,Orange,Laguna Beach,Middle Man Cove,https://www.californiabeaches.com/beach/middle-man-cove/,30801 S Coast Hwy,Laguna,CA,92651,33.514439,-117.75863,"",City Beach,"","Beach Exploration, Walking","Rock Arch, Grass Park",No dogs allowed on the beach,N,"",N,"",Middleman's Cove Beach
4318,Southern,Orange,Laguna Beach,Moss Street Beach,https://www.californiabeaches.com/beach/moss-street-beach/,101 Moss St,Laguna,CA,92651,33.52548,-117.769075,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/moss_point.htm,"Scuba Diving, Snorkeling, Tidepooling","Lifeguard, Tide Pools, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Limited free street parking nearby,Y,"","Moss Point Beach, Moss Cove Beach"
4319,Southern,Orange,Laguna Beach,Mountain Road Beach,https://www.californiabeaches.com/beach/mountain-road-beach/,101 Mountain Rd,Laguna,CA,92651,33.531138,-117.775527,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/mountain_road.htm,"Scuba Diving, Bodyboarding, Bodysurfing","Lifeguard, Benches, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4320,Southern,Orange,Laguna Beach,Oak Street Beach,https://www.californiabeaches.com/beach/oak-street-beach/,Gaviota Dr and Oak St,Laguna,CA,92651,33.533645,-117.777957,Oak Street Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/oak_street.htm,"Scuba Diving, Bodyboarding, Bodysurfing","Lifeguard, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4321,Southern,Orange,Laguna Beach,Pearl Street Beach,https://www.californiabeaches.com/beach/pearl-street-beach/,1791 Ocean Way,Laguna,CA,92651,33.528065,-117.771978,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/pearl_street.htm,"Scuba Diving, Sunbathing, Bodysurfing, Tidepooling","Lifeguard, Rock Arch, Tide Pools, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Free street parking,Y,"",Arch Cove Beach
4322,Southern,Orange,Laguna Beach,Picnic Beach At Heisler Park,https://www.californiabeaches.com/beach/picnic-beach-at-heisler-park/,400 Cliff Dr,Laguna,CA,92651,33.544253,-117.793221,Heisler Park,City Park,http://www.lagunabeachcity.net/cityhall/marine/beaches/picnic_beach.htm,"Scuba Diving, Snorkeling, Surfing, Tidepooling, Picnicking, Whale Watching","Grass Park, Walking Trails, Picnic Tables, Lifeguard, Restrooms, Showers, Tide Pools, Accessible Features",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,Fees for parking,N,"",""
4323,Southern,Orange,Laguna Beach,Rockpile Beach,https://www.californiabeaches.com/beach/rockpile-beach/,400 Cliff Dr,Laguna,CA,92651,33.543364,-117.790516,Heisler Park,City Park,http://www.lagunabeachcity.net/cityhall/marine/beaches/rockpile_beach.htm,"Surfing, Tidepooling","Tide Pools, Grass Park, Walking Trails, Lifeguard, Restrooms, Showers, Benches, Picnic Tables",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4324,Southern,Orange,Laguna Beach,Shaws Cove,https://www.californiabeaches.com/beach/shaws-cove/,1009 Cliff Dr,Laguna,CA,92651,33.545682,-117.797998,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/shaws_cove.htm,"Scuba Diving, Snorkeling, Fishing, Tidepooling","Tide Pools, Seashells, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4325,Southern,Orange,Laguna Beach,Sleepy Hollow Beach,https://www.californiabeaches.com/beach/sleepy-hollow-beach/,629 Sleepy Hollow Ln,Laguna,CA,92651,33.538352,-117.781274,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/sleepy_hollow.htm,"Scuba Diving, Bodysurfing, Bodyboarding, Sunbathing","Lifeguard, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4326,Southern,Orange,Laguna Beach,St Anns Street Beach,https://www.californiabeaches.com/beach/st-anns-street-beach/,160 St Ann's Drive,Laguna,CA,92651,33.536389,-117.779886,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/st_anns_street.htm,"Surfing, Bodyboarding","Lifeguard, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4327,Southern,Orange,Laguna Beach,Table Rock Beach,https://www.californiabeaches.com/beach/table-rock-beach/,31595 Table Rock Drive,Laguna,CA,92651,33.501885,-117.746099,"",County Beach,"","Skimboarding, Sunbathing, Snorkeling, Photography","Cave, Rock Arch, No Facilities",Dogs are not permitted on beach 9 a.m. to 6 p.m. from June 15 to Sept 10 and must be on leash at all other times.,Y,Free street parking on PCH,Y,"",""
4328,Southern,Orange,Laguna Beach,Thalia Street Beach,https://www.californiabeaches.com/beach/thalia-street-beach/,155 Thalia St,Laguna,CA,92651,33.535448,-117.779212,Thalia Street Park,City Beach,http://lagunabeachcity.net/cityhall/marine/beaches/thalia_street.htm,"Surfing, Scuba Diving, Sunbathing","Lifeguard, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4329,Southern,Orange,Laguna Beach,Thousand Steps Beach Laguna,https://www.californiabeaches.com/beach/thousand-steps-beach-laguna/,Coast Highway and 9th Ave,Laguna,CA,92651,33.497767,-117.741237,"",City Beach,"","Sunbathing, Scuba Diving, Volleyball, Skimboarding, Snorkeling, Surfing, Beach Walking","Lifeguard, Restrooms, Showers, Tide Pools, Caves, Rock Arch",No dogs allowed on the beach,N,Free street parking,Y,"",1000 Steps Beach
4330,Southern,Orange,Laguna Beach,Three Arch Bay Beach,https://www.californiabeaches.com/beach/three-arch-bay-beach/,Coast Hwy and Vista Del Sol,Laguna,CA,92651,33.488338,-117.734395,"",Private Community,"",Sunbathing,"Rock Arch, No Public Facilities",No dogs allowed on the beach,N,"",N,"",Mussel Cove Beach
4331,Southern,Orange,Laguna Beach,Totuava Beach,https://www.californiabeaches.com/beach/totuava-beach/,Coast Hwy and 9th Ave,Laguna,CA,92651,33.500082,-117.744218,"",City Beach,"","Sunbathing, Beach Exploration","No Facilities, Rock Arches",No dogs allowed on the beach,N,Free street parking at 9th Ave,Y,"","Laguna Lido Beach, Tortuava"
4332,Southern,Orange,Laguna Beach,Treasure Island Beach,https://www.californiabeaches.com/beach/treasure-island-beach/,Coast Highway and Wesley Dr,Laguna,CA,92651,33.513384,-117.756411,Treasure Island Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/treasure_island.htm,"Swimming, Scuba Diving, Tidepooling, Sunbathing, Walking","Lifeguard, Accessible Features, Tide Pools, Rock Arch",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"",""
4333,Southern,Orange,Laguna Beach,Victoria Beach,https://www.californiabeaches.com/beach/victoria-beach/,2713 Victoria Dr,Laguna,CA,92651,33.51807,-117.761759,"",City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/victoria_beach.htm,"Scuba Diving, Sunbathing, Volleyball, Skimboarding, Bodysurfing","Tide Pools, No Facilities",No dogs allowed on beach 9am to 6pm June 15 to Sept 10. Ok on leash outside of those dates and times,N,"",N,"","Vic Beach, Victoria Street Beach"
4334,Southern,Orange,Laguna Beach,West Street Beach,https://www.californiabeaches.com/beach/west-street-beach/,Coast Highway and West St,Laguna,CA,92651,33.50551,-117.74861,"",County Beach,"","Sunbathing, Bodysurfing, Volleyball, Tidepooling","Volleyball Courts, Tide Pools, No Facilities",Dogs are not permitted on beach 9 a.m. to 6 p.m. from June 15 to Sept 10 and must be on leash at all other times.,Y,Free street parking along PCH,Y,"","Camel Point Beach, Aliso Point"
4335,Southern,Orange,Laguna Beach,Woods Cove Beach,https://www.californiabeaches.com/beach/woods-cove-beach/,Ocean Way and Diamond St,Laguna,CA,92651,33.526666,-117.770531,Ruby Street Park,City Beach,http://www.lagunabeachcity.net/cityhall/marine/beaches/woods_cove.htm,"Scuba Diving, Sunbathing","Lifeguard, Benches, Tide Pools, Rock Arch",Dogs not allowed on beach 9 a.m. to 6 p.m. from June 15th through Sept 10th. At all other times they must be on a leash,N,Free street parking,Y,"","Lovers Cove, Diamond Cove"
4336,Southern,Orange,Newport Beach,Balboa Peninsula Beach,https://www.californiabeaches.com/beach/balboa-peninsula-beach/,E Balboa Blvd and B St,Newport,CA,92661,33.59865,-117.89502,Peninsula Park,City Beach,"","Sunbathing, Biking, Running, Walking, Skating, Beach Walking","Dunes, Grass Park, Restrooms, Paved Bike Path, Lifeguard, Volleyball Courts","Leashed dogs allowed on the beach before 10am and after 4:30pm, but not between those hours",Y,Free street parking,Y,"",""
4337,Southern,Orange,Newport Beach,Balboa Pier Beach,https://www.californiabeaches.com/beach/balboa-pier-beach/,E Balboa Blvd and Palm St,Newport,CA,92661,33.60064,-117.901575,"",City Beach,"","Surfing, Fishing, Biking, Skating, Running, Walking, Sunbathing, Beach Walking, Parasailing, Bonfires","Fishing Pier, Lifeguard, Fire Pits, Grass Park, Restrooms, Paved Bike Path, Picnic Tables, Kids Play Area, Restaurants","Leashed dogs allowed on the beach before 10am and after 4:30pm, but not between those hours",Y,"",N,"",""
4338,Southern,Orange,Newport Beach,Cameo Shores Beach,https://www.californiabeaches.com/beach/cameo-shores-beach/,115 Milford Drive,Newport,CA,92625,33.587294,-117.866044,"","","","Tidepooling, Birdwatching, Cliff Jumping","Tide Pools, Rock Arches, Seashells, No Facilities","",Y,"",N,"",""
4339,Southern,Orange,Newport Beach,China Cove Beach,https://www.californiabeaches.com/beach/china-cove-beach/,2609 Cove St,Newport,CA,92625,33.597019,-117.878905,"",City Beach,"","Sunbathing, Volleyball","Volleyball Court, No Facilities","Leashed dogs allowed on the beach before 10am and after 4:30pm, but not between those hours",Y,"",N,"",""
4340,Southern,Orange,Newport Beach,Corona Del Mar State Beach,https://www.californiabeaches.com/beach/corona-del-mar-state-beach/,Ocean Blvd and Jasmine Ave,Newport,CA,92625,33.593506,-117.876807,Corona Del Mar State Beach,State Park,http://www.newportbeachca.gov/index.aspx?page=1035,"Scuba Diving, Surfing, Volleyball, Snorkeling, Swimming, Sunbathing, Bonfires","Lifeguard, Restrooms, Showers, BBQs, Picnic Tables, Volleyball Courts, Fire Pits","Leashed dogs allowed on the beach before 10am and after 4:30pm, but not between those hours",Y,Fee for parking,N,"","Big Corona Beach, Main Beach"
4341,Southern,Orange,Newport Beach,Crystal Cove State Park Little Treasure Cove,https://www.californiabeaches.com/beach/crystal-cove-state-park-little-treasure-cove/,E Pacific Coast Hwy and Newport Coast Dr,Newport,CA,92657,33.58391,-117.861355,Crystal Cove State Park,State Park,http://www.parks.ca.gov/?page_id=644,"Hiking, Tidepooling, Whale Watching","Tide Pools, Paved Bike Path, Restrooms, Accessible Features",No dogs allowed on the beach,N,Fee for parking,N,"",""
