,Region,County,Area,Beach Name,Beach URL,Address1,Address2,Park Name,Owner URL,Activities,Amenities,Pet Policy,Fees,Phone,Other Names
488,Central,San Luis Obispo County,Pismo Beach,Margo Dodd Park Beach,https://www.californiabeaches.com/beach/margo-dodd-park-beach/,Ocean Blvd and Seaview Ave,"Pismo Beach, CA 93449",Margo Dodd Park,http://www.pismobeach.org/293/Margo-Dodd-Park,"Picnicking, Tidepooling, Birdwatching","Picnic Tables, Benches, Gazebo, Tide Pools, Rock Arch",Dogs allowed on leash,Free street parking,,Pier Avenue Public Beach Access
489,Central,San Luis Obispo County,Pismo Beach,Memory Park,https://www.californiabeaches.com/beach/memory-park/,Seacliff Dr and Paddock Ave,"Pismo Beach, CA 93449",Memory Park,,Picnicking,"Picnic Tables, BBQs, Benches",Dogs allowed on leash,Free parking,,Point Vista
490,Central,San Luis Obispo County,Pismo Beach,Pismo Beach Wilmar Stairs Access,https://www.californiabeaches.com/beach/pismo-beach-wilmar-stairs-access/,305 Wilmar Ave,"Pismo Beach, CA 93449",,http://www.pismobeach.org/index.aspx?NID=314,"Beach Walking, Sunbathing","Caves, Lifeguard, No Facilities",Dogs allowed on leash,Free street parking,,
491,Central,San Luis Obispo County,Pismo Beach,Pismo Beach City Beach,https://www.californiabeaches.com/beach/pismo-beach-city-beach/,Pomeroy Ave and Cypress St,"Pismo Beach, CA 93449",,http://www.pismobeach.org/index.aspx?NID=300,"Surfing, Fishing, Bodyboarding, Stand-Up Paddleboarding, Volleyball, Walking, Beach Walking, Sunbathing, Swimming, Kiteboarding, Birdwatching, Clam Digging","Fishing Pier, Boardwalk, Picnic Tables, Restrooms, Showers, Lifeguard, Volleyball Courts, Kids Play Area, Benches, Rentals","Dogs allowed on leash on the beach, but not on the pier",Fees for parking,,
492,Central,San Luis Obispo County,Pismo Beach,Pismo State Beach North Beach,https://www.californiabeaches.com/beach/pismo-state-beach-north-beach/,399 S Dolliver St,"Pismo Beach, CA 93449",Pismo State Beach,http://www.parks.ca.gov/?page_id=595,"Camping, Clam Digging, Fishing, Hiking, Walking, Kiteboarding, Surfing, Birdwatching","Campground, Restrooms, Showers, Butterfly Colony, Trails, Boardwalk",Dogs allowed on leash,"Fee for camping, free day-use spots along highway",,
493,Central,San Luis Obispo County,Pismo Beach,Silver Shoals Park,https://www.californiabeaches.com/beach/silver-shoals-park/,Shell Beach Rd and N Silver Shoals Dr,"Pismo Beach, CA 93449",Silver Shoals Park,,"Tidepooling, Picnicking, Photography","Grass Park, Picnic Tables, BBQs, Benches, Tide Pools",Dogs allowed on leash,Free parking,,
494,Central,San Luis Obispo County,Pismo Beach,South Palisades Park,https://www.californiabeaches.com/beach/south-palisades-park/,194 Beachcomber Dr,"Pismo Beach, CA 93449",South Palisades Park,http://www.pismobeach.org/297/South-Palisades-Park,"Picnicking, Tidepooling","Grass Park, Picnic Tables, Walking Paths, Benches, Tide Pools",Dogs allowed on leash,Free parking,,
495,Central,San Luis Obispo County,Pismo Beach,Spiral Staircase Beach Access,https://www.californiabeaches.com/beach/spiral-staircase-beach-access/,2575 Price St,"Pismo Beach, CA 93449",,,Photography,"Restaurant, Gazebo, No Facilities",,Free parking,,
496,Central,San Luis Obispo County,Pismo Beach,Spyglass Park,https://www.californiabeaches.com/beach/spyglass-park/,2549 Spyglass Drive,"Pismo Beach, CA 93449",Spyglass Park,http://www.pismobeach.org/309/Spyglass-Park,"Picnicking, Tidepooling","Kids Play Area, Picnic Tables, BBQs, Restrooms, Benches, Grass Park, Tide Pools",Dogs allowed on leash,,,
497,Central,San Luis Obispo County,San Simeon,Arroyo De La Cruz Beach,https://www.californiabeaches.com/beach/arroyo-de-la-cruz-beach/,Cabrillo Hwy,"San Simeon, CA 93452",Hearst San Simeon State Park,http://www.parks.ca.gov/?page_id=590,"Beachcombing, Birdwatching","Trails, No Facilities",No dogs allowed on the beach,Free parking,,Royal Cruise Beach
498,Central,San Luis Obispo County,San Simeon,Arroyo Del Corral Beach,https://www.californiabeaches.com/beach/arroyo-del-corral-beach/,Cabrillo Hwy,"San Simeon, CA 93452","Hearst San Simeon State Park, Old Piedras Blancas Motel Property Beach Access",http://www.parks.ca.gov/?page_id=590,"Beachcombing, Whale Watching","Bluff Trails, Picnic Tables, Toilets",No dogs allowed on the beach,Free parking,,
499,Central,San Luis Obispo County,San Simeon,Arroyo Laguna Beach,https://www.californiabeaches.com/beach/arroyo-laguna-beach/,Cabrillo Hwy,"San Simeon, CA 93452",Hearst San Simeon State Park,http://www.parks.ca.gov/?page_id=590,"Windsurfing, Kiteboarding, Fishing, Beachcombing",No Facilities,No dogs allowed on the beach,Free parking,,
500,Central,San Luis Obispo County,San Simeon,Little Pico Creek Beach Access,https://www.californiabeaches.com/beach/little-pico-creek-beach-access/,Cabrillo Hwy,"San Simeon, CA 93452",Hearst San Simeon State Park,http://www.parks.ca.gov/?page_id=590,Beach Exploration,No Facilities,No dogs allowed on the beach,Free parking,,
501,Central,San Luis Obispo County,San Simeon,Piedras Blancas Elephant Seal Rookery,https://www.californiabeaches.com/beach/piedras-blancas-elephant-seal-rookery/,Cabrillo Hwy,"San Simeon, CA 93452",Piedras Blancas State Marine Reserve & Marine Conservation Area,https://elephantseal.org/,"Wildlife Watching, Hiking, Birdwatching","Seal Rookery, Trails, Observation Platforms, Accessible Features, No Facilities",No dogs allowed,Free parking,805-924-1628,
502,Central,San Luis Obispo County,San Simeon,Piedras Blancas Light Station Natural Area,https://www.californiabeaches.com/beach/piedras-blancas-light-station-natural-area/,15950 Cabrillo Hwy,"San Simeon, CA 93452","Piedras Blancas Light Station Natural Area, California Coastal National Monument",https://www.blm.gov/programs/national-conservation-lands/california/piedras-blancas-light-station,"Whale Watching, Wildlife Watching, Lighthouse Tours",Lighthouse,No pets allowed,Fees charged for lighthouse tours,,
503,Central,San Luis Obispo County,San Simeon,Point Piedras Blancas Beach,https://www.californiabeaches.com/beach/point-piedras-blancas-beach/,Cabrillo Hwy,"San Simeon, CA 93452","Hearst San Simeon State Park, Piedras Blancas Outstanding Natural Area",http://www.parks.ca.gov/?page_id=590,"Windsurfing, Kiteboarding, Wildlife Watching","Trails, No Facilities",No dogs allowed on the beach,Free parking,,
504,Central,San Luis Obispo County,San Simeon,Point Sierra Nevada Dunes Beach,https://www.californiabeaches.com/beach/point-sierra-nevada-dunes-beach/,Cabrillo Hwy,"San Simeon, CA 93452",Hearst San Simeon State Park,http://www.parks.ca.gov/?page_id=590,"Beachcombing, Beach Exploration","Tide Pools, Driftwood, Dunes, No Facilities",No dogs allowed on the beach,Free parking,,
505,Central,San Luis Obispo County,San Simeon,Ragged Point Beach,https://www.californiabeaches.com/beach/ragged-point-beach/,18550 Cabrillo Hwy,"San Simeon, CA 93452",,http://www.parks.ca.gov/?page_id=590,"Beachcombing, Beach Exploration",No Facilities,No dogs allowed on the beach,Free parking at the trailhead,,
506,Central,San Luis Obispo County,San Simeon,San Carpoforo Creek Beach,https://www.californiabeaches.com/beach/san-carpoforo-creek-beach/,18550 Cabrillo Hwy,"San Simeon, CA 93452",Hearst San Simeon State Park,http://www.parks.ca.gov/?page_id=590,"Surfing, Beachcombing, Fishing, Beach Exploration","Creek, Dunes, No Facilities",No dogs allowed on the beach,Free parking,,
507,Central,San Luis Obispo County,San Simeon,San Simeon City Beach,https://www.californiabeaches.com/beach/san-simeon-city-beach/,Pico Ave and Hearst Dr,"San Simeon, CA 93452",,,"Hiking, Walking, Fishing","Trails, Benches, No Facilities",Dogs allowed on-leash on trails and beach,Free parking,,
508,Central,San Luis Obispo County,San Simeon,San Simeon Creek Beach,https://www.californiabeaches.com/beach/san-simeon-creek-beach/,San Simeon Creek Rd and Cabrillo Hwy,"Cambria, CA 93428","Hearst San Simeon State Park, Washburn Day-Use Area",http://www.parks.ca.gov/?page_id=590,"Camping, Picnicking, Birdwatching, Beachcombing","Campground, Trails, Picnic Tables, Accessible Features, Wetlands, Restrooms, Showers",No dogs allowed on the beach,"Free parking along the highway, fees for camping",,
509,Central,San Luis Obispo County,San Simeon,William R Hearst Memorial State Beach,https://www.californiabeaches.com/beach/william-r-hearst-memorial-state-beach/,Cabrillo Hwy and SLO San Simeon Rd,"San Simeon, CA 93452","William R. Hearst Memorial State Beach, Hearst San Simeon State Park",http://www.parks.ca.gov/?page_id=590,"Beach Walking, Fishing, Picnicking, Kayaking","Fishing Pier, Store, Restrooms, Showers, Picnic Tables, BBQs, Benches, Tide Pools, Hearst Castle Tours, Rentals",No dogs allowed on the beach,Fees for parking and for castle tours,,
510,Central,San Luis Obispo County,San Simeon,Young Creek Beach Ragged Point Inn,https://www.californiabeaches.com/beach/young-creek-beach-ragged-point-inn/,19019 Highway 1,"San Simeon, CA 93452",,http://raggedpointinn.com/,"Hiking, Beach Exploration, Photography","Hotel, Waterfall, Trail, Restaurant, Ice Cream Shop, Espresso Bar, Viewpoint",Dogs allowed,Free parking,(805) 927-4502,"Ragged Point Inn Beach, Million Dollar View, Youngs Creek"
511,Central,Monterey County,Big Sur,Alder Creek Beach Big Sur,https://www.californiabeaches.com/beach/alder-creek-beach-big-sur/,Cabrillo Hwy,"Big Sur, CA 93920","Los Padres National Forest, Silver Peak Wilderness, Alder Creek Botanical Area",http://www.fs.usda.gov/main/lpnf/,"Fishing, Walking, Hiking, Backpacking","Benches, Trails, No Facilities",Dogs allowed on leash,Free parking,,
512,Central,Monterey County,Big Sur,Andrew Molera State Park,https://www.californiabeaches.com/beach/andrew-molera-state-park/,Cabrillo Hwy and Andrew Molera Rd,"Big Sur, CA 93920",Andrew Molera State Park,http://www.parks.ca.gov/?page_id=582,"Hiking, Backpacking, Camping, Mountain Biking, Beach Walking, Beachcombing, Equestrian Use, Wildlife Watching, Surfing","Campground, Walk-in Campground, Educational Center, Picnic Tables, Trails, River",No dogs allowed outside of parking areas,Fee for parking,,
513,Central,Monterey County,Big Sur,Big Creek Cove Beach,https://www.californiabeaches.com/beach/big-creek-cove-beach/,Cabrillo Hwy,"Big Sur, CA 93920","Landels-Hill Big Creek Reserve, Big Creek State Marine Reserve, Big Creek State Conservation Area",http://bigcreek.ucnrs.org/,Photography,"Tide Pools, Historic Bridge",No dogs allowed,,,
514,Central,Monterey County,Big Sur,Fullers Beach,https://www.californiabeaches.com/beach/fullers-beach/,Cabrillo Highway,"Big Sur, CA 93920",,,"Beachcombing, Surfing, Beach Exploration",No Facilities,Dogs not advised,Free parking,,Grimes Canyon Beach
515,Central,Monterey County,Big Sur,Gamboa Point Beach,https://www.californiabeaches.com/beach/gamboa-point-beach/,Cabrillo Hwy,"Big Sur, CA 93920",,,Photography,No Facilities,,,,China Basin Beach
516,Central,Monterey County,Big Sur,Hot Springs Creek Beach,https://www.californiabeaches.com/beach/hot-springs-creek-beach/,55000 Highway 1,"Big Sur, CA 93920",Esalen Institute,http://www.esalen.org/,"Hot Springs Soaking, Spa, Massage, Workshops","Retreat, Hot Springs",No dogs allowed on the property,Fees for workshops and other programs,,Esalen Beach
517,Central,Monterey County,Big Sur,Jade Cove,https://www.californiabeaches.com/beach/jade-cove/,69232 Cabrillo Hwy,"Big Sur, CA 93920","Jade Cove Beach Recreation Area, Los Padres National Forest",http://www.fs.usda.gov/main/lpnf/,"Rockhounding, Hiking",No Facilities,Dogs allowed on leash,,,
518,Central,Monterey County,Big Sur,John Little State Natural Reserve,https://www.californiabeaches.com/beach/john-little-state-natural-reserve/,55420 Cabrillo Hwy,"Big Sur, CA 93920",John Little State Natural Reserve,http://www.parks.ca.gov/?page_id=568,Walking,"Trails, Historical Site, No Facilities",No dogs allowed,,,
519,Central,Monterey County,Big Sur,Julia Pfeiffer Burns State Park,https://www.californiabeaches.com/beach/julia-pfeiffer-burns-state-park/,Cabrillo Highway,"Big Sur, CA 93920",Julia Pfeiffer Burns State Park,http://www.parks.ca.gov/?page_id=578,"Hiking, Walking, Scuba Diving, Whale Watching, Photography, Camping","Picnic Tables, Restrooms, Waterfall, Rock Arch, Campground, Trails, Accessible Features",No dogs allowed outside of parking areas,Fee for parking,,McWay Creek Beach
520,Central,Monterey County,Big Sur,Kirk Creek Campground Beach,https://www.californiabeaches.com/beach/kirk-creek-campground-beach/,Cabrillo Highway and Nacimiento Fergusson Rd,"Big Sur, CA 93920",Los Padres National Forest,http://www.fs.usda.gov/recarea/lpnf/recreation/camping-cabins/recarea/?recid=10910&actid=29,"Hiking, Fishing, Camping, Backpacking","Campground, Trails",Dogs allowed on leash,Fee for camping,,
521,Central,Monterey County,Big Sur,Limekiln State Park Beach,https://www.californiabeaches.com/beach/limekiln-state-park-beach/,Cabrillo Hwy,"Big Sur, CA 93920",Limekiln State Park,http://www.parks.ca.gov/?page_id=577,"Camping, Hiking, Fishing","Campground, Restrooms",No dogs allowed on trails or the beach,Fee for parking,,
522,Central,Monterey County,Big Sur,Little Sur River Beach,https://www.californiabeaches.com/beach/little-sur-river-beach/,Cabrillo Hwy,"Carmel, CA 93923",,,"Photography, Birdwatching","Lagoon, Rock Arch, No Facilities",,,,
523,Central,Monterey County,Big Sur,Mill Creek Picnic Area Beach,https://www.californiabeaches.com/beach/mill-creek-picnic-area-beach/,Cabrillo Highway and Nacimiento Fergusson Rd,"Big Sur, CA 93920","Mill Creek Day-Use Picnic Area, Los Padres National Forest",https://www.fs.usda.gov/recarea/lpnf/recreation/picnickinginfo/recarea/?recid=10917,"Hiking, Fishing, Picnicking","Restrooms, Picnic Tables",Dogs allowed on leash,A day-use fee for parking is now required,,
524,Central,Monterey County,Big Sur,North Jade Cove,https://www.californiabeaches.com/beach/north-jade-cove/,69232 Cabrillo Hwy,"Big Sur, CA 93920","Jade Cove Beach Recreation Area, Los Padres National Forest",http://www.fs.usda.gov/main/lpnf/,"Rockhounding, Hiking",No Facilities,Dogs allowed on leash,,,
525,Central,Monterey County,Big Sur,Pacific Valley Beaches,https://www.californiabeaches.com/beach/pacific-valley-beaches/,Cabrillo Hwy,"Big Sur, CA 93920","Los Padres National Forest, Pacific Valley Station",http://www.fs.usda.gov/lpnf,"Hiking, Beach Exploration",None,Dogs allowed on leash,,,
526,Central,Monterey County,Big Sur,Partington Cove,https://www.californiabeaches.com/beach/partington-cove/,Cabrillo Highway,"Big Sur, CA 93920",Julia Pfeiffer Burns State Park,http://www.parks.ca.gov/?page_id=578,"Hiking, Scuba Diving, Beach Exploration, Photography","Trails, Waterfall, Tunnel, Rock Arch, No Facilities",No dogs allowed on trails or the beach,Free parking along highway,,
527,Central,Monterey County,Big Sur,Pfeiffer Beach,https://www.californiabeaches.com/beach/pfeiffer-beach/,9100 Sycamore Canyon Rd,"Big Sur, CA 93920","Los Padres National Forest, Pfeiffer Beach Day Use Area",http://www.fs.usda.gov/recarea/lpnf/recarea/?recid=10918,"Photography, Walking, Beach Exploration, Tidepooling","Rock Arch, Tide Pools, Restrooms, Dunes",Dogs allowed on leash,Fee for parking,,
528,Central,Monterey County,Big Sur,Point Sur State Historic Park And Lighthouse,https://www.californiabeaches.com/beach/point-sur-state-historic-park-and-lighthouse/,Cabrillo Hwy,"Carmel, CA 93923",Point Sur State Historic Park and Lighthouse,http://www.parks.ca.gov/?page_id=565,"Guided Tours, Photography",Lighthouse,No dogs allowed on the property even in cars,Fees for guided lighthouse tours,,Point Sur Beach
529,Central,Monterey County,Big Sur,Rancho Rico Beach,https://www.californiabeaches.com/beach/rancho-rico-beach/,47320 Highway 1,"Big Sur, CA 93920",,https://www.facebook.com/pages/Rancho-Rico/147159242024325,Beach Exploration,No Facilities,,,,
530,Central,Monterey County,Big Sur,Sand Dollar Beach,https://www.californiabeaches.com/beach/sand-dollar-beach/,69232 Cabrillo Hwy,"Big Sur, CA 93920","Sand Dollar Picnic Area, Los Padres National Forest",http://www.fs.usda.gov/recarea/lpnf/recarea/?recid=10919,"Beach Walking, Fishing, Picnicking, Beachcombing, Rockhounding, Camping, Surfing","Campground, Restrooms, Picnic Tables, BBQs",Dogs allowed on leash,"Fee for parking, camping",,
531,Central,Monterey County,Big Sur,Swiss Canyon Beach,https://www.californiabeaches.com/beach/swiss-canyon-beach/,Cabrillo Hwy and Andrew Molera Rd,"Big Sur, CA 93920",,http://www.parks.ca.gov/?page_id=582,"Beach Exploration, Walking, Hiking, Photography","Trails, No Facilities",No dogs allowed on the trail or the beach,"Fee for parking at state park, free spaces at highway",,El Sur Ranch Beach
532,Central,Monterey County,Big Sur,Willow Creek Picnic Area,https://www.californiabeaches.com/beach/willow-creek-picnic-area/,Cabrillo Hwy,"Big Sur, CA 93920",Los Padres National Forest,http://www.fs.usda.gov/recarea/lpnf/recarea/?recid=10920,"Surfing, Rockhounding","Toilets, Picnic Tables",Dogs allowed on leash,,,
533,Central,Monterey County,Big Sur,Wreck Beach,https://www.californiabeaches.com/beach/wreck-beach/,9525 Pias Ranch Rd,"Big Sur, CA 93920",Los Padres National Forest,,Beach Exploration,No Facilities,,,,
534,Central,Monterey County,Carmel,Bixby Creek Bridge Beach,https://www.californiabeaches.com/beach/bixby-creek-bridge-beach/,Cabrillo Hwy and Coast Rd,"Carmel, CA 93923",,,"Photography, Scenic Driving","No Facilities, Historic Bridge",,Free parking next to bridge,,
535,Central,Monterey County,Carmel,Carmel City Beach,https://www.californiabeaches.com/beach/carmel-city-beach/,Ocean Ave and Scenic Rd,"Carmel, CA 93923",,https://ci.carmel.ca.us/forest-parks-beach,"Sunbathing, Beach Walking, Fishing, Wildlife Watching, Bonfires, Volleyball","Restrooms, Volleyball Courts, Fire Pits",Dogs allowed off leash,Free parking,,Carmel Beach
536,Central,Monterey County,Carmel,Carmel Meadows Beach,https://www.californiabeaches.com/beach/carmel-meadows-beach/,2575 Ribera Rd,"Carmel, CA 93923",Carmel River State Beach,http://www.parks.ca.gov/?page_id=567,"Hiking, Sunbathing","Trails, No Facilities",Dogs allowed on leash,Free street parking,,
537,Central,Monterey County,Carmel,Carmel River State Beach,https://www.californiabeaches.com/beach/carmel-river-state-beach/,Carmelo St and Scenic Rd,"Carmel, CA 93923","Carmel River State Beach, Carmel River Lagoon and Wetlands Natural Reserve",http://www.parks.ca.gov/?page_id=567,"Hiking, Birdwatching, Sunbathing, Fishing","Restrooms, Lagoon, Wetlands, Trails",Dogs allowed on leash,Free parking,,
538,Central,Monterey County,Carmel,Garrapata State Park Garrapata Beach,https://www.californiabeaches.com/beach/garrapata-state-park-garrapata-beach/,35500 Cabrillo Hwy,"Carmel, CA 93923",Garrapata State Park,http://www.parks.ca.gov/?page_id=579,"Hiking, Backpacking, Beach Walking",No Facilities,Dogs allowed on leash on the beach,Free parking,,
539,Central,Monterey County,Carmel,Garrapata State Park Soberanes Beach,https://www.californiabeaches.com/beach/garrapata-state-park-soberanes-beach/,Cabrillo Hwy,"Carmel, CA 93923",Garrapata State Park,http://www.parks.ca.gov/?page_id=579,"Hiking, Beach Exploration, Photography, Fishing","Trails, Toilets, Waterfall",No dogs allowed,Free parking,,
540,Central,Monterey County,Carmel,Little Sur River Beach,https://www.californiabeaches.com/beach/little-sur-river-beach/,Cabrillo Hwy,"Carmel, CA 93923",,,"Photography, Birdwatching","Lagoon, Rock Arch, No Facilities",,,,
541,Central,Monterey County,Carmel,Monastery Beach,https://www.californiabeaches.com/beach/monastery-beach/,27951 California 1,"Carmel, CA 93923",Carmel River State Beach,http://www.parks.ca.gov/?page_id=567,"Scuba Diving, Sunbathing",Restrooms,Dogs allowed on leash,Free parking,,San Jose Creek Beach
542,Central,Monterey County,Carmel,Point Lobos Snr Hidden Beach,https://www.californiabeaches.com/beach/point-lobos-snr-hidden-beach/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,Hiking,"Trails, Restrooms, Picnic Tables",No dogs allowed in the reserve - even in cars,Fee for parking,,
543,Central,Monterey County,Carmel,Point Lobos Snr China Cove,https://www.californiabeaches.com/beach/point-lobos-snr-china-cove/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Hiking, Birdwatching","Trails, Restrooms, Picnic Tables, Rock Arch",No dogs allowed in the reserve - even in cars,Fee for parking,,
544,Central,Monterey County,Carmel,Point Lobos Snr Gibson Beach,https://www.californiabeaches.com/beach/point-lobos-snr-gibson-beach/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Hiking, Birdwatching","Trails, Restrooms, Picnic Tables",No dogs allowed in the reserve - even in cars,Fee for parking,,Sandy Beach
545,Central,Monterey County,Carmel,Point Lobos Snr Headland Cove,https://www.californiabeaches.com/beach/point-lobos-snr-headland-cove/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Hiking, Wildlife Watching, Whale Watching",Trails,No dogs allowed in the reserve - even in cars,Fee for parking,,
546,Central,Monterey County,Carmel,Point Lobos Snr Moss Cove,https://www.californiabeaches.com/beach/point-lobos-snr-moss-cove/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=567,"Hiking, Beach Exploration",Trails,No dogs allowed in the reserve - even in cars,Fee for parking,,
547,Central,Monterey County,Carmel,Point Lobos Snr Sea Lion Cove,https://www.californiabeaches.com/beach/point-lobos-snr-sea-lion-cove/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Hiking, Wildlife Watching, Whale Watching",Trails,No dogs allowed in the reserve - even in cars,Fee for parking,,
548,Central,Monterey County,Carmel,Point Lobos Snr Weston Beach,https://www.californiabeaches.com/beach/point-lobos-snr-weston-beach/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Hiking, Tidepooling","Tide Pools, Trails",No dogs allowed in the reserve - even in cars,Fee for parking,,Pebbly Beach
549,Central,Monterey County,Carmel,Point Lobos Snr Whalers Cove,https://www.californiabeaches.com/beach/point-lobos-snr-whalers-cove/,62 California 1,"Carmel, CA 93923",Point Lobos State Natural Reserve,http://www.parks.ca.gov/?page_id=571,"Scuba Diving, Hiking, Beach Exploration","Restrooms, Trails",No dogs allowed in the reserve - even in cars,Fee for parking,,
550,Central,Monterey County,Carmel,Point Sur State Historic Park And Lighthouse,https://www.californiabeaches.com/beach/point-sur-state-historic-park-and-lighthouse/,Cabrillo Hwy,"Carmel, CA 93923",Point Sur State Historic Park and Lighthouse,http://www.parks.ca.gov/?page_id=565,"Guided Tours, Photography",Lighthouse,No dogs allowed on the property even in cars,Fees for guided lighthouse tours,,Point Sur Beach
551,Central,Monterey County,Carmel,Rocky Creek Bridge Beach,https://www.californiabeaches.com/beach/rocky-creek-bridge-beach/,38525 Cabrillo Hwy,"Carmel, CA 93923",,,"Photography, Scenic Driving","Historic Bridge, No Facilities",,Free parking next to bridge,,
552,Central,Monterey County,Marina,Fort Ord Dunes State Park Beach,https://www.californiabeaches.com/beach/fort-ord-dunes-state-park-beach/,Beach Range Rd and 8th Street,"Marina, CA 93933",Fort Ord Dunes State Park,http://www.parks.ca.gov/?page_id=580,"Biking, Hiking, Beachcombing, Beach Walking, Fishing","Ocean Overlook, Paved Bike Path, Restrooms, Picnic Tables, Historic Sites, Dunes",No dogs allowed on the beach,,,
553,Central,Monterey County,Marina,Indian Head Beach,https://www.californiabeaches.com/beach/indian-head-beach/,3010 Lake Court,"Marina, CA 93933",Fort Ord Dunes State Park,http://www.parks.ca.gov/?page_id=580,"Beach Walking, Beachcombing","Dunes, No Facilities",No dogs allowed on the beach,Free parking at the Lake Court entrance,,
554,Central,Monterey County,Marina,Marina Dunes Beach,https://www.californiabeaches.com/beach/marina-dunes-beach/,3330 Dunes Drive,"Marina, CA 93933",Marina Dunes Natural Preserve,http://www.mprpd.org/index.cfm/id/23/Marina-Dunes-Preserve/,"Beach Walking, Fishing, Hiking, Beachcombing","RV Park, Dunes, Trails",Dogs allowed on leash,,,
555,Central,Monterey County,Marina,Marina State Beach,https://www.californiabeaches.com/beach/marina-state-beach/,1 Reservation Rd,"Marina, CA 93933",Marina State Beach,http://www.parks.ca.gov/?page_id=581,"Wildlife Watching, Surfing, Hang Gliding, Picnicking","Restrooms, Showers, Picnic Tables, Dunes, Interpretive Trail",No dogs allowed on the beach,,,
556,Central,Monterey County,Marina,Marina State Beach South Beach,https://www.californiabeaches.com/beach/marina-state-beach-south-beach/,Lake Dr and Lake Ct,"Marina, CA 93933",Marina State Beach,http://www.parks.ca.gov/?page_id=581,"Beachcombing, Beach Walking, Wildlife Watching, Fishing","Dunes, No Facilities",No dogs allowed on the beach,Free parking along Lake Court,,
557,Central,Monterey County,Marina,Salinas River National Wildlife Refuge,https://www.californiabeaches.com/beach/salinas-river-national-wildlife-refuge/,200 Neponset Rd,"Salinas, CA 93908",Salinas River National Wildlife Refuge,http://www.fws.gov/refuge/salinas_river/,"Hiking, Birdwatching, Beachcombing, Wildlife Watching, Fishing, Hunting, Beach Walking","River, Wetlands, Dunes, Shipwreck",No dogs allowed on the trails or the beach,Free parking,,
558,Central,Monterey County,Monterey,Del Monte Beach,https://www.californiabeaches.com/beach/del-monte-beach/,132 Tide Ave,"Monterey, CA 93940",Monterey State Beach,http://www.parks.ca.gov/?page_id=576,"Surfing, Sunbathing, Picnicking, Beach Walking","Toilets, Picnic Tables, Benches, Boardwalk, Dunes",Dogs allowed on leash,Free street parking,,
559,Central,Monterey County,Monterey,Mcabee Beach,https://www.californiabeaches.com/beach/mcabee-beach/,600 Cannery  Row,"Monterey, CA 93940",,,"Kayaking, Scuba Diving","Historic Features, Tide Pools",No dogs allowed on the beach,Metered street parking,,
560,Central,Monterey County,Monterey,Monterey Municipal Beach,https://www.californiabeaches.com/beach/monterey-municipal-beach/,201 Municipal Wharf 2,"Monterey, CA 93940",,,"Kayaking, Scuba Diving, Biking, Sunbathing, Swimming","Kayak Rentals, Volleyball Courts, Restrooms, Fishing Pier, Paved Bike Path",Dogs allowed on leash,Fee for parking at lot next to beach,,Monterey City Beach
561,Central,Monterey County,Monterey,Monterey State Beach Roberts Beach,https://www.californiabeaches.com/beach/monterey-state-beach-roberts-beach/,2600 Sand Dunes Dr,"Monterey, CA 93940",Monterey State Beach,http://www.parks.ca.gov/?page_id=576,"Biking, Skating, Scuba Diving, Surfing, Tidepooling, Fishing, Beachcombing, Beach Walking, Bodyboarding","Tide Pools, Dunes, Paved Bike Path, Toilets",Dogs on leash are allowed at Monterey State Beach south of the resort hotel,Free parking,,"Houghten M. Roberts Beach, Sand Dunes Drive Beach"
562,Central,Monterey County,Monterey,San Carlos Beach,https://www.californiabeaches.com/beach/san-carlos-beach/,Reeside Ave and Cannery Row,"Monterey, CA 93940",San Carlos Beach Park,,"Scuba Diving, Picnicking, Walking","Grass Park, Picnic Tables, Restrooms, Paved Bike Path",No dogs allowed on the beach,Metered street parking,,Reeside Beach
563,Central,Monterey County,Monterey,Window On The Bay Beach,https://www.californiabeaches.com/beach/window-on-the-bay-beach/,Del Monte Ave and Camino El Estero,"Monterey, CA 93940","Monterey State Beach, Monterey Bay Park, El Estero Park Complex, Dennis the Menace Park",http://www.monterey.org/en-us/departments/montereyrecreation/parksandbeaches/windowonthebay.aspx,"Biking, Skating, Sunbathing, Swimming, Kayaking","Grass Park, Paved Bike Path, Volleyball Courts, Restrooms, Lifeguard, Skate Park, Lagoon",Dogs allowed on leash,Free street parking,,Windows Beach
564,Central,Monterey County,Moss Landing,Moss Landing City Beach,https://www.californiabeaches.com/beach/moss-landing-city-beach/,7500 Sandholdt Rd,"Moss Landing, CA 95039",,,"Beach Walking, Kayaking, Fishing","Restaurant, No Facilities",Dogs allowed on leash,Free parking,,
