,id,title,name1,latitude,longitude,address,city,county,state,zip,county,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
228,2090,Huntington Harbor Admiralty Drive,Huntington Harbor,33.72083,-118.0711667,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
229,2089,Huntington Harbor Gas Dock at Anaheim Bay,Huntington Harbor Anaheim Bay,33.71183,-118.0816667,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
230,2091,Huntington Harbor Harbor Channel,Huntington Harbor,33.71966,-118.0648133,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
231,2106,"Huntington Harbor, Anderson Street Marina",Huntington Harbor,33.72533,-118.0766667,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
232,2104,"Huntington Harbor, Clubhouse Marina",Huntington Harbor,33.71213,-118.0555441,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
233,541,"Huntington Harbor, Coral Cay Beach",Huntington Harbor,33.716220000000000,-118.064446000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,A,2018,2021-04-02T00:00:00.000Z
234,2105,"Huntington Harbor, Sunset Aquatic Park",Huntington Harbor,33.72783,-118.0756667,,Huntington Beach,Orange,CA,92649,Orange,False,,,,,,,,
235,163,"Huntington Harbour, 11th Street Beach",Huntington Harbor,33.717180000000000,-118.069240000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A+,F,A+,2018,2021-04-02T00:00:00.000Z
236,162,"Huntington Harbour, Davenport Beach",Huntington Harbor,33.716928000000000,-118.058170000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A,ns,A,F,A+,2018,2021-04-02T00:00:00.000Z
237,161,"Huntington Harbour, Humboldt Beach",Huntington Harbor,33.725343000000000,-118.056506000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,A+,2018,2021-04-02T00:00:00.000Z
238,158,"Huntington Harbour, Mothers Beach",Huntington Harbor,33.726395000000000,-118.071166000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,C,2018,2021-04-02T00:00:00.000Z
239,160,"Huntington Harbour, Seagate Lagoon",Huntington Harbor,33.728950000000000,-118.064700000000000,,Fountain Valley,Orange,CA,92708,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A,D,A+,2018,2021-04-02T00:00:00.000Z
240,159,"Huntington Harbour, Trinidad Lane Beach",Huntington Harbor,33.726636000000000,-118.065782000000000,,Huntington Beach,Orange,CA,92649,Orange,True,2021-04-02T00:00:00.000Z,A+,ns,A+,F,A+,2018,2021-04-02T00:00:00.000Z
241,148,"Huntington State Beach- power plant, projection of Newland St.",Huntington State Beach,33.641700000000000,-117.981260000000000,,Huntington Beach,Orange,CA,92646,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,A,D,A,2018,2021-04-02T00:00:00.000Z
242,150,Huntington State Beach- projection of Brookhurst,Huntington State Beach,33.632909000000000,-117.966236000000000,,Huntington Beach,Orange,CA,92646,Orange,True,2021-04-02T00:00:00.000Z,B,D,A,D,A,2018,2021-04-02T00:00:00.000Z
243,149,Huntington State Beach- projection of Magnolia Street,Huntington State Beach,33.638235000000000,-117.975552000000000,,Huntington Beach,Orange,CA,92646,Orange,True,2021-04-02T00:00:00.000Z,B,F,A,D,A+,2018,2021-04-02T00:00:00.000Z
244,374,"Imperial Beach, Imperial Beach Pier",Imperial Beach,32.579416000000000,-117.132953000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-03-26T00:00:00.000Z,A,F,A,F,ns,2018,2021-03-26T00:00:00.000Z
245,372,"Imperial Beach, projection of Carnation Av.",Imperial Beach,32.585643000000000,-117.132675000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-04-02T00:00:00.000Z,A,C,A+,F,ns,2018,2021-04-02T00:00:00.000Z
246,376,"Imperial Beach, projection of Cortez Av.",Imperial Beach,32.572690000000000,-117.132680000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-04-02T00:00:00.000Z,D,F,ns,F,ns,2018,2021-04-02T00:00:00.000Z
247,373,"Imperial Beach, projection of Palm Av.",Imperial Beach,32.584700000000000,-117.133000000000000,,Imperial Beach,San Diego,CA,91932,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
248,515,Imperial Beach- Camp Surf Jetty,Imperial Beach,32.587763000000000,-117.132753000000000,,Imperial Beach,San Diego,CA,91932,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
249,377,Imperial Beach. south end of Seacoast Dr.,Imperial Beach,32.566363000000000,-117.132747000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-04-02T00:00:00.000Z,F,F,A,F,ns,2018,2021-04-02T00:00:00.000Z
250,1063,Islais Landing at Islais Creek,Islais Landing,37.747083000000000,-122.387917000000000,,San Francisco,San Francisco,CA,94124,San Francisco,True,2021-04-02T00:00:00.000Z,A,B,,,,,2021-04-02T00:00:00.000Z
251,67,Jalama Beach at Jalama Creek,Jalama Beach,34.511367000000000,-120.503550000000000,,Lompoc,Santa Barbara,CA,93436,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,A+,A+,B,ns,2018,2021-04-02T00:00:00.000Z
252,554,Kehoe Beach,,38.154539000000000,-122.950206000000000,,,Marin,CA,,Marin,False,,,,,,,,
253,614,Keller Beach Mid Beach,Keller Beach,37.920813000000000,-122.386727000000000,,Richmond,Contra Costa,CA,94801,Contra Costa,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
254,613,Keller Beach North Beach,Keller Beach,37.921050000000000,-122.386938000000000,,Richmond,Contra Costa,CA,94801,Contra Costa,True,2021-04-02T00:00:00.000Z,A+,A+,B,A,ns,2018,2021-04-02T00:00:00.000Z
255,615,Keller Beach South Beach,Keller Beach,37.920659000000000,-122.386572000000000,,Richmond,Contra Costa,CA,94801,Contra Costa,True,2021-04-02T00:00:00.000Z,A+,A+,B,A,ns,2018,2021-04-02T00:00:00.000Z
256,631,Kiteboard Beach,Kiteboard Beach,37.571472000000000,-122.278788000000000,,Foster City,San Mateo,CA,94404,San Mateo,True,2021-04-02T00:00:00.000Z,B,A+,ns,B,ns,2018,2021-04-02T00:00:00.000Z
257,84,La Conchita Beach - Storm Drain Outfall,La Conchita Beach,34.364201000000000,-119.450103000000000,,Carpinteria,Ventura,CA,93013,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
258,517,"La Jolla Shores, El Paseo Grande",La Jolla Shores,32.862940000000000,-117.255660000000000,,La Jolla,San Diego,CA,92037,San Diego,False,2021-01-22T00:00:00.000Z,A+,ns,A+,ns,B,2018,2021-01-22T00:00:00.000Z
259,639,"La Jolla Shores, Roseland Dr",La Jolla Shores,32.852138000000000,-117.261110000000000,,,San Diego,CA,,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
260,311,"La Jolla Shores, Scripps Pier (south side)",La Jolla Shores,32.865861000000000,-117.254683000000000,,La Jolla,San Diego,CA,92037,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
261,313,"La Jolla Shores, projection of Ave. Del La Playa",La Jolla Shores,32.854782000000000,-117.259467000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-04-02T00:00:00.000Z,D,ns,A+,A+,ns,2018,2021-04-02T00:00:00.000Z
262,2077,"La Jolla, Children's Pool",La Jolla,32.847500000000000,-117.278200000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-01-15T00:00:00.000Z,C,ns,,,,,2021-01-15T00:00:00.000Z
263,317,"La Jolla, Coast Blvd. (north of Nicholson Pt.)",La Jolla,32.839500000000000,-117.282500000000000,,La Jolla,San Diego,CA,92037,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
264,540,"La Jolla, Coast Blvd. gazebo",La Jolla,32.844069000000000,-117.279803000000000,,La Jolla,San Diego,CA,92037,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
265,314,"La Jolla, La Jolla Cove",La Jolla,32.850341000000000,-117.272676000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
266,2078,"La Jolla, Palomar Avenue",La Jolla,32.826050000000000,-117.279830000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-02-19T00:00:00.000Z,A+,A+,,,,,2021-02-19T00:00:00.000Z
267,318,"La Jolla, Ravina (south of Nicholson Pt.)",La Jolla,32.839328000000000,-117.281893000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-02-19T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-02-19T00:00:00.000Z
268,411,"La Jolla, South Casa Beach just south of Children's Pool",La Jolla,32.846775000000000,-117.278858000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-01-22T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-01-22T00:00:00.000Z
269,2076,"La Jolla, Vallecitos",La Jolla,32.855620000000000,-117.258190000000000,,La Jolla,San Diego,CA,92037,San Diego,True,2021-01-22T00:00:00.000Z,A+,ns,,,,,2021-01-22T00:00:00.000Z
270,215,Laguna Beach - Goff Island Beach,Goff Island Beach,33.514351000000000,-117.758950000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,A+,A,2018,2021-03-26T00:00:00.000Z
271,216,Laguna Beach - Treasure Island Beach,Treasure Island Beach,33.513390000000000,-117.757089000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-03-26T00:00:00.000Z
272,1071,Laguna Beach - between Pearl & Agate Street (point zero),Laguna Main Beach,33.528090000000000,-117.772750000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
273,430,Laguna Beach at Laguna Creek,Laguna Beach,118.000000000000000,80.000000000000000,,,Santa Cruz,CA,,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
274,214,Laguna Beach- Blue Lagoon near Lagunita Pl.,Blue Lagoon,33.516806000000000,-117.761369000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2020-08-21T00:00:00.000Z,A+,A+,,,,,2020-08-21T00:00:00.000Z
275,209,Laguna Beach- Crescent Bay Beach,Crescent Bay Beach,33.546404000000000,-117.801520000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
276,210,Laguna Beach- Laguna Main Beach,Laguna Main Beach,33.541910000000000,-117.785470000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
277,212,Laguna Beach- Projection of Bluebird Canyon,Laguna Main Beach,33.529578000000000,-117.773842000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
278,211,Laguna Beach- Projection of Laguna Hotel,Laguna Main Beach,33.540778000000000,-117.783958000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
279,297,Laguna Beach- Treasure Island Pier,,118.000000000000000,500.000000000000000,,,Orange,CA,,Orange,False,,,,,,,,
280,213,Laguna Beach- Victoria Beach at Dumond Dr.,Victoria Beach,33.519190000000000,-117.763020000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
281,633,Lakeshore Park - behind Rec Center,Marina Lagoon,37.549547000000000,-122.285857000000000,,San Mateo,San Mateo,CA,94403,San Mateo,True,2020-12-04T00:00:00.000Z,A,ns,F,F,ns,2018,2020-12-04T00:00:00.000Z
282,600,Las Flores State Beach at Las Flores Creek (point zero),Las Flores State Beach,34.036073000000000,-118.636588000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A+,2018,2021-04-02T00:00:00.000Z
283,6,Latigo Canyon Creek mouth,Latigo Canyon Creek,34.028706000000000,-118.753503000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A,ns,,,,,2021-04-02T00:00:00.000Z
284,543,Lawson's Landing,Lawson's Landing,38.231617000000000,-122.967841000000000,,Tomales,Marin,CA,94971,Marin,True,2020-11-06T00:00:00.000Z,C,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
285,75,Leadbetter Beach at Honda Creek,Leadbetter Beach,34.402404000000000,-119.695025000000000,,Santa Barbara,Santa Barbara,CA,93109,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,B,F,A,2018,2021-04-02T00:00:00.000Z
286,1,"Leo Carrillo Beach, at Arroyo Sequit Creek mouth",Leo Carrillo Beach,34.044309000000000,-118.933493000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,A,B,A,2018,2021-04-02T00:00:00.000Z
287,405,"Leucadia, projection of Grandview St.",Leucadia,33.029500000000000,-117.308900000000000,,Encinitas,San Diego,CA,92024,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
288,433,Lighthouse Beach (Steamer Lane),Lighthouse Beach,36.951646000000000,-122.028639000000000,,Scotts Valley,Santa Cruz,CA,95060,Santa Cruz,True,2020-01-10T00:00:00.000Z,A+,ns,ns,A+,ns,2018,2020-01-10T00:00:00.000Z
289,556,Limantour Beach,Limantour Beach,38.025300000000000,-122.883400000000000,,,Marin,CA,,Marin,True,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
290,1050,Linda Lane Beach (Point Zero),San Clemente,33.422610000000000,-117.623720000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
291,464,Linda Mar Beach at San Pedro Creek,Linda Mar Beach,37.596716000000000,-122.505837000000000,,Pacifica,San Mateo,CA,94044,San Mateo,True,2021-04-02T00:00:00.000Z,C,C,F,F,F,2018,2021-04-02T00:00:00.000Z
292,463,"Linda Mar Beach, projection of Crespi Dr.",Linda Mar Beach,37.600242000000000,-122.501400000000000,,Pacifica,San Mateo,CA,94044,San Mateo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
293,962,Little Dume drainage projection of Zumirez Dr.,Little Dume,34.016850000000000,-118.789550000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2019-08-23T00:00:00.000Z,B,B,B,B,A,2018,2019-08-23T00:00:00.000Z
294,192,Long Beach City Beach- projection of 10th Place,Long Beach,33.763377000000000,-118.173642000000000,,Long Beach,Los Angeles -- Long Beach,CA,90802,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,B,A+,A,F,B,2018,2021-04-02T00:00:00.000Z
295,193,Long Beach City Beach- projection of 16th Place,Long Beach,33.762625000000000,-118.167949000000000,,Long Beach,Los Angeles -- Long Beach,CA,90802,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
296,196,Long Beach City Beach- projection of 36th Place,Long Beach,33.758683333000000,-118.151283333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
297,190,Long Beach City Beach- projection of 3rd Place,Long Beach,33.763221000000000,-118.179647000000000,,Long Beach,Los Angeles -- Long Beach,CA,90802,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
298,188,Long Beach City Beach- projection of 54th Place,Long Beach,33.751566666000000,-118.133483333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
299,189,Long Beach City Beach- projection of 55th Place,Long Beach,33.750133333000000,-118.129883333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,A+,A+,A,F,A,2018,2021-04-02T00:00:00.000Z
300,191,Long Beach City Beach- projection of 5th Place,Long Beach,33.763392000000000,-118.178218000000000,,Long Beach,Los Angeles -- Long Beach,CA,90802,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,B,D,A,F,B,2018,2021-04-02T00:00:00.000Z
301,131,Long Beach City Beach- projection of 62nd Place,Long Beach,33.747633333000000,-118.123433333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
302,132,Long Beach City Beach- projection of 72nd Place,Long Beach,33.745150000000000,-118.119183333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-03-26T00:00:00.000Z,A,D,A,F,A,2018,2021-03-26T00:00:00.000Z
303,195,Long Beach City Beach- projection of Coronado Ave.,Long Beach,33.759700000000000,-118.154933333000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,B,A+,B,F,A,2018,2021-04-02T00:00:00.000Z
304,201,Long Beach City Beach- projection of Granada Ave.,Long Beach,33.754350000000000,-118.140000000000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,A+,ns,B,F,B,2018,2021-04-02T00:00:00.000Z
305,194,Long Beach City Beach- projection of Molino Ave.,Long Beach,33.761390000000000,-118.162270000000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,F,C,A,F,B,2018,2021-04-02T00:00:00.000Z
306,200,Long Beach City Beach- projection of Prospect Ave.,Long Beach,33.756200000000000,-118.143966666000000,,Long Beach,Los Angeles -- Long Beach,CA,90803,Los Angeles -- Long Beach,True,2021-04-02T00:00:00.000Z,D,B,A,F,C,2018,2021-04-02T00:00:00.000Z
307,54,"Long Point, Rancho Palos Verdes",Long Point,33.740900000000000,-118.404000000000000,,Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,Los Angeles -- LA Sanitation,True,2021-04-02T00:00:00.000Z,A+,B,,,,,2021-04-02T00:00:00.000Z
308,455,"Lover's Point Park, projection of 16th Street",Lover's Point Park,36.624874000000000,-121.916300000000000,,Pacific Grove,Monterey,CA,93950,Monterey,True,2021-03-05T00:00:00.000Z,B,ns,A+,A+,ns,2018,2021-03-05T00:00:00.000Z
309,537,Luffenholtz Beach near Luffenholtz Creek,Luffenholtz Beach,41.041970000000000,-124.120654000000000,,Westhaven,Humboldt,CA,95570,Humboldt,True,2020-11-06T00:00:00.000Z,A,ns,F,D,ns,2018,2020-11-06T00:00:00.000Z
310,647,Lunada Bay sewage spill closure,,33.770809000000000,-118.422344000000000,,,Los Angeles,CA,,Los Angeles,False,2010-02-09T00:00:00.000Z,ns,ns,,,,,2010-02-09T00:00:00.000Z
311,621,MacKerricher State Park at Mill Creek,MacKerricher State Park,39.489643000000000,-123.798936000000000,,Fort Bragg,Mendocino,CA,95437,Mendocino,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
312,575,MacKerricher State Park at Virgin Creek,MacKerricher State Park,39.472924000000000,-123.805288000000000,,Fort Bragg,Mendocino,CA,95437,Mendocino,True,2019-11-08T00:00:00.000Z,A+,A+,ns,C,ns,2018,2019-11-08T00:00:00.000Z
313,578,Mad River Mouth (north),Mad River Mouth,40.953353000000000,-124.129590000000000,,Mc Kinleyville,Humboldt,CA,95521,Humboldt,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
314,646,Main Beach Lifeguard Tower 2,Santa Cruz Main Beach,36.962554000000000,-122.020843000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
315,52,"Malaga Cove, Palos Verdes Estates - at rocks",Malaga Cove,33.803421000000000,-118.396134000000000,,Palos Verdes Est,Los Angeles -- LA Sanitation,CA,90274,Los Angeles -- LA Sanitation,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
316,51,"Malaga Cove, Palos Verdes Estates - at trail outlet",Malaga Cove,33.804349000000000,-118.394659000000000,,Palos Verdes Est,Los Angeles -- Redondo,CA,90274,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
317,11,Malibu Pier - 50 yards east,Surfrider Beach,34.037138000000000,-118.675995000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A,ns,,,,,2021-04-02T00:00:00.000Z
318,90,Mandos Cove - Storm Drain Outfall,Mandos Cove,34.321022000000000,-119.375788000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
319,44,Manhattan Beach Pier drain,Manhattan Beach,33.883814000000000,-118.413234000000000,,Manhattan Beach,Los Angeles -- Redondo,CA,90266,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A+,2018,2021-04-02T00:00:00.000Z
320,507,Manhattan Beach at 28th St. drain,Manhattan Beach,33.894457000000000,-118.418925000000000,,Manhattan Beach,Los Angeles,CA,90266,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,D,,,,,2021-04-02T00:00:00.000Z
321,43,Manhattan Beach- projection of 40th St.,El Porto Beach,33.901799000000000,-118.422003000000000,,Manhattan Beach,Los Angeles -- Redondo,CA,90266,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
322,449,Manresa Beach,Manresa Beach,36.931881000000000,-121.863115000000000,,La Selva Beach,Santa Cruz,CA,95076,Santa Cruz,True,2020-07-17T00:00:00.000Z,A+,ns,ns,A+,ns,2018,2020-07-17T00:00:00.000Z
323,598,"Marie Canyon storm drain at Puerco Beach, at 24572 Malibu Rd.",Puerco State Beach,34.030416000000000,-118.711263000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,D,A+,B,F,A,2018,2021-04-02T00:00:00.000Z
324,103,Marina Park Beach- Across from Playground,Marina Park Beach,34.253824000000000,-119.269774000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
325,33,"Marina del Rey, Mothers' Beach - playground area",Marina del Rey Harbor,33.979872000000000,-118.457486000000000,,Marina Del Rey,Los Angeles,CA,90292,Los Angeles,True,2021-04-02T00:00:00.000Z,F,C,,,,,2021-04-02T00:00:00.000Z
326,34,"Marina del Rey, Mothers' Beach- between lifeguard and dock",Marina del Rey Harbor,33.981700000000000,-118.457000000000000,,Marina Del Rey,Los Angeles,CA,90292,Los Angeles,True,2021-04-02T00:00:00.000Z,C,A+,,,,,2021-04-02T00:00:00.000Z
327,32,"Marina del Rey, Mothers' Beach- lifeguard tower",Marina del Rey Harbor,33.980758000000000,-118.457791000000000,,Marina Del Rey,Los Angeles -- LA City,CA,90292,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,F,C,,,,,2021-04-02T00:00:00.000Z
328,1049,Mariposa Beach (Point Zero),San Clemente,33.424100000000000,-117.625580000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
329,2085,Marlin Park,Marlin Park,37.558750000,-122.2540280000,,Foster City,San Mateo,CA,94404,San Mateo,True,2021-04-02T00:00:00.000Z,B,A+,,,,,2021-04-02T00:00:00.000Z
330,545,Marshall Beach,,118.000000000000000,3.000000000000000,,,Marin,CA,,Marin,False,,,,,,,,
331,553,McClures Beach,,118.000000000000000,3.000000000000000,,,Marin,CA,,Marin,False,,,,,,,,
332,107,McGrath State Beach- 1/2 mi. north of Gonzales Rd.,McGrath State Beach,34.223129000000000,-119.262310000000000,,Oxnard,Ventura,CA,93035,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
333,108,McGrath State Beach- projection of Gonzales Rd.,McGrath State Beach,34.218764000000000,-119.260305000000000,,Oxnard,Ventura,CA,93035,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
334,109,McGrath State Beach- south end of McGrath Lake,McGrath State Beach,34.208627000000000,-119.255304000000000,,Oxnard,Ventura,CA,93035,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
335,574,McNears Beach,McNears Beach,37.992600000000000,-122.452600000000000,,San Rafael,Marin,CA,94901,Marin,True,2020-11-06T00:00:00.000Z,A,ns,B,A+,ns,2018,2020-11-06T00:00:00.000Z
336,544,Miller Park,Miller Park,38.199900000000000,-122.921600000000000,,,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
337,552,Millerton Point,Millerton Point,38.107400000000000,-122.845200000000000,,,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,B,A,ns,2018,2020-11-06T00:00:00.000Z
338,412,"Mission Bay, Bahia Point - northside (apex of Gleason Rd.)",Mission Bay,32.775000000000000,-117.245000000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
339,526,"Mission Bay, Bonita Cove (east cove)",Mission Bay,32.769457000000000,-117.247089000000000,,San Diego,San Diego,CA,92109,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
340,331,"Mission Bay, Bonita Cove (north cove)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
341,341,"Mission Bay, Campland (west of Rose Creek)",Mission Bay,32.795000000000000,-117.221700000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
342,530,"Mission Bay, Comfort Station north of Leisure Lagoon",Mission Bay,32.784189000000000,-117.209189000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,ns,ns,2018,2021-04-02T00:00:00.000Z
343,339,"Mission Bay, Crown Point Shores",Mission Bay,32.783300000000000,-117.231700000000000,,San Diego,San Diego,CA,92109,San Diego,False,2020-11-06T00:00:00.000Z,A+,ns,A,ns,ns,2018,2020-11-06T00:00:00.000Z
344,416,"Mission Bay, Crown Point watercraft area",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
